"Date Printed: Monday, April 13, 2026 3:00:04 PM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Male | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2024 and 2025 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Small numbers and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category are adjusted for missing information. See Technical notes for more details on data availability and stratifications.
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"HIV diagnoses","2014","Hawaii","15","89","15.0"
"HIV diagnoses","2014","Idaho","16","22","3.3"
"HIV diagnoses","2014","Illinois","17","1,282","24.5"
"HIV diagnoses","2014","Indiana","18","376","14.1"
"HIV diagnoses","2014","Iowa","19","77","6.0"
"HIV diagnoses","2014","Kansas","20","102","8.7"
"HIV diagnoses","2014","Kentucky","21","281","15.6"
"HIV diagnoses","2014","Louisiana","22","876","47.0"
"HIV diagnoses","2014","Maine","23","46","8.2"
"HIV diagnoses","2014","Maryland","24","862","36.0"
"HIV diagnoses","2014","Massachusetts","25","477","17.2"
"HIV diagnoses","2014","Michigan","26","634","15.5"
"HIV diagnoses","2014","Minnesota","27","234","10.5"
"HIV diagnoses","2014","Mississippi","28","358","30.2"
"HIV diagnoses","2014","Missouri","29","387","15.7"
"HIV diagnoses","2014","Montana","30","11","2.6"
"HIV diagnoses","2014","Nebraska","31","77","10.1"
"HIV diagnoses","2014","Nevada","32","375","31.9"
"HIV diagnoses","2014","New Hampshire","33","33","5.8"
"HIV diagnoses","2014","New Jersey","34","916","25.4"
"HIV diagnoses","2014","New Mexico","35","115","13.5"
"HIV diagnoses","2014","New York","36","2,612","32.7"
"HIV diagnoses","2014","North Carolina","37","1,035","25.8"
"HIV diagnoses","2014","North Dakota","38","17","5.4"
"HIV diagnoses","2014","Ohio","39","809","17.1"
"HIV diagnoses","2014","Oklahoma","40","251","16.0"
"HIV diagnoses","2014","Oregon","41","213","12.9"
"HIV diagnoses","2014","Pennsylvania","42","944","17.9"
"HIV diagnoses","2014","Rhode Island","44","74","17.0"
"HIV diagnoses","2014","South Carolina","45","618","31.7"
"HIV diagnoses","2014","South Dakota","46","18","5.2"
"HIV diagnoses","2014","Tennessee","47","594","22.4"
"HIV diagnoses","2014","Texas","48","3,605","33.5"
"HIV diagnoses","2014","Utah","49","98","8.6"
"HIV diagnoses","2014","Vermont","50","11","4.1"
"HIV diagnoses","2014","Virginia","51","717","21.1"
"HIV diagnoses","2014","Washington","53","361","12.3"
"HIV diagnoses","2014","West Virginia","54","67","8.6"
"HIV diagnoses","2014","Wisconsin","55","187","7.8"
"HIV diagnoses","2014","Wyoming","56","8","3.3"
"HIV diagnoses","2013","Alabama","01","482","24.8"
"HIV diagnoses","2013","Alaska","02","17","5.4"
"HIV diagnoses","2013","Arizona","04","594","22.0"
"HIV diagnoses","2013","Arkansas","05","200","16.8"
"HIV diagnoses","2013","California","06","4,170","26.7"
"HIV diagnoses","2013","Colorado","08","269","12.3"
"HIV diagnoses","2013","Connecticut","09","255","17.3"
"HIV diagnoses","2013","Delaware","10","82","22.0"
"HIV diagnoses","2013","District of Columbia","11","357","134.5"
"HIV diagnoses","2013","Florida","12","3,178","39.2"
"HIV diagnoses","2013","Georgia","13","1,861","47.0"
"HIV diagnoses","2013","Hawaii","15","88","14.9"
"HIV diagnoses","2013","Idaho","16","23","3.5"
"HIV diagnoses","2013","Illinois","17","1,303","24.9"
"HIV diagnoses","2013","Indiana","18","385","14.5"
"HIV diagnoses","2013","Iowa","19","87","6.9"
"HIV diagnoses","2013","Kansas","20","125","10.7"
"HIV diagnoses","2013","Kentucky","21","289","16.1"
"HIV diagnoses","2013","Louisiana","22","835","45.1"
"HIV diagnoses","2013","Maine","23","26","4.7"
"HIV diagnoses","2013","Maryland","24","918","38.6"
"HIV diagnoses","2013","Massachusetts","25","492","17.9"
"HIV diagnoses","2013","Michigan","26","624","15.4"
"HIV diagnoses","2013","Minnesota","27","228","10.3"
"HIV diagnoses","2013","Mississippi","28","358","30.2"
"HIV diagnoses","2013","Missouri","29","386","15.7"
"HIV diagnoses","2013","Montana","30","20","4.7"
"HIV diagnoses","2013","Nebraska","31","65","8.6"
"HIV diagnoses","2013","Nevada","32","372","32.2"
"HIV diagnoses","2013","New Hampshire","33","28","5.0"
"HIV diagnoses","2013","New Jersey","34","885","24.6"
"HIV diagnoses","2013","New Mexico","35","122","14.4"
"HIV diagnoses","2013","New York","36","2,580","32.4"
"HIV diagnoses","2013","North Carolina","37","1,015","25.6"
"HIV diagnoses","2013","North Dakota","38","15","4.9"
"HIV diagnoses","2013","Ohio","39","853","18.1"
"HIV diagnoses","2013","Oklahoma","40","285","18.3"
"HIV diagnoses","2013","Oregon","41","205","12.6"
"HIV diagnoses","2013","Pennsylvania","42","1,020","19.4"
"HIV diagnoses","2013","Rhode Island","44","60","13.8"
"HIV diagnoses","2013","South Carolina","45","534","27.8"
"HIV diagnoses","2013","South Dakota","46","23","6.7"
"HIV diagnoses","2013","Tennessee","47","618","23.6"
"HIV diagnoses","2013","Texas","48","3,510","33.3"
"HIV diagnoses","2013","Utah","49","94","8.4"
"HIV diagnoses","2013","Vermont","50","12","4.5"
"HIV diagnoses","2013","Virginia","51","763","22.6"
"HIV diagnoses","2013","Washington","53","371","12.8"
"HIV diagnoses","2013","West Virginia","54","60","7.7"
"HIV diagnoses","2013","Wisconsin","55","205","8.6"
"HIV diagnoses","2013","Wyoming","56","14","5.7"
"HIV diagnoses","2012","Alabama","01","527","27.3"
"HIV diagnoses","2012","Alaska","02","19","6.1"
"HIV diagnoses","2012","Arizona","04","532","20.0"
"HIV diagnoses","2012","Arkansas","05","206","17.3"
"HIV diagnoses","2012","California","06","4,473","28.9"
"HIV diagnoses","2012","Colorado","08","314","14.7"
"HIV diagnoses","2012","Connecticut","09","214","14.6"
"HIV diagnoses","2012","Delaware","10","98","26.6"
"HIV diagnoses","2012","District of Columbia","11","395","152.2"
"HIV diagnoses","2012","Florida","12","3,276","41.0"
"HIV diagnoses","2012","Georgia","13","2,016","51.4"
"HIV diagnoses","2012","Hawaii","15","70","12.0"
"HIV diagnoses","2012","Idaho","16","31","4.8"
"HIV diagnoses","2012","Illinois","17","1,351","25.9"
"HIV diagnoses","2012","Indiana","18","393","14.9"
"HIV diagnoses","2012","Iowa","19","97","7.7"
"HIV diagnoses","2012","Kansas","20","124","10.7"
"HIV diagnoses","2012","Kentucky","21","304","17.0"
"HIV diagnoses","2012","Louisiana","22","712","38.7"
"HIV diagnoses","2012","Maine","23","35","6.3"
"HIV diagnoses","2012","Maryland","24","945","40.0"
"HIV diagnoses","2012","Massachusetts","25","507","18.6"
"HIV diagnoses","2012","Michigan","26","637","15.7"
"HIV diagnoses","2012","Minnesota","27","251","11.4"
"HIV diagnoses","2012","Mississippi","28","351","29.8"
"HIV diagnoses","2012","Missouri","29","440","18.0"
"HIV diagnoses","2012","Montana","30","16","3.8"
"HIV diagnoses","2012","Nebraska","31","68","9.1"
"HIV diagnoses","2012","Nevada","32","321","28.1"
"HIV diagnoses","2012","New Hampshire","33","35","6.3"
"HIV diagnoses","2012","New Jersey","34","937","26.2"
"HIV diagnoses","2012","New Mexico","35","106","12.6"
"HIV diagnoses","2012","New York","36","2,731","34.4"
"HIV diagnoses","2012","North Carolina","37","939","24.0"
"HIV diagnoses","2012","North Dakota","38","6","2.0"
"HIV diagnoses","2012","Ohio","39","830","17.7"
"HIV diagnoses","2012","Oklahoma","40","236","15.3"
"HIV diagnoses","2012","Oregon","41","239","14.8"
"HIV diagnoses","2012","Pennsylvania","42","1,058","20.2"
"HIV diagnoses","2012","Rhode Island","44","60","13.9"
"HIV diagnoses","2012","South Carolina","45","531","28.0"
"HIV diagnoses","2012","South Dakota","46","16","4.7"
"HIV diagnoses","2012","Tennessee","47","658","25.3"
"HIV diagnoses","2012","Texas","48","3,487","33.7"
"HIV diagnoses","2012","Utah","49","103","9.4"
"HIV diagnoses","2012","Vermont","50","10","3.8"
"HIV diagnoses","2012","Virginia","51","747","22.4"
"HIV diagnoses","2012","Washington","53","414","14.5"
"HIV diagnoses","2012","West Virginia","54","63","8.1"
"HIV diagnoses","2012","Wisconsin","55","173","7.3"
"HIV diagnoses","2012","Wyoming","56","6","2.5"
"HIV diagnoses","2011","Alabama","01","508","26.5"
"HIV diagnoses","2011","Alaska","02","18","5.9"
"HIV diagnoses","2011","Arizona","04","491","18.7"
"HIV diagnoses","2011","Arkansas","05","184","15.6"
"HIV diagnoses","2011","California","06","4,466","29.1"
"HIV diagnoses","2011","Colorado","08","312","14.8"
"HIV diagnoses","2011","Connecticut","09","252","17.2"
"HIV diagnoses","2011","Delaware","10","85","23.3"
"HIV diagnoses","2011","District of Columbia","11","455","179.0"
"HIV diagnoses","2011","Florida","12","3,371","42.8"
"HIV diagnoses","2011","Georgia","13","2,020","52.2"
"HIV diagnoses","2011","Hawaii","15","70","12.2"
"HIV diagnoses","2011","Idaho","16","29","4.6"
"HIV diagnoses","2011","Illinois","17","1,290","24.9"
"HIV diagnoses","2011","Indiana","18","391","14.9"
"HIV diagnoses","2011","Iowa","19","93","7.4"
"HIV diagnoses","2011","Kansas","20","114","9.9"
"HIV diagnoses","2011","Kentucky","21","258","14.6"
"HIV diagnoses","2011","Louisiana","22","830","45.4"
"HIV diagnoses","2011","Maine","23","43","7.8"
"HIV diagnoses","2011","Maryland","24","993","42.5"
"HIV diagnoses","2011","Massachusetts","25","480","17.8"
"HIV diagnoses","2011","Michigan","26","617","15.3"
"HIV diagnoses","2011","Minnesota","27","213","9.8"
"HIV diagnoses","2011","Mississippi","28","383","32.7"
"HIV diagnoses","2011","Missouri","29","450","18.5"
"HIV diagnoses","2011","Montana","30","17","4.1"
"HIV diagnoses","2011","Nebraska","31","71","9.6"
"HIV diagnoses","2011","Nevada","32","325","28.9"
"HIV diagnoses","2011","New Hampshire","33","34","6.2"
"HIV diagnoses","2011","New Jersey","34","847","23.8"
"HIV diagnoses","2011","New Mexico","35","112","13.4"
"HIV diagnoses","2011","New York","36","2,859","36.2"
"HIV diagnoses","2011","North Carolina","37","1,085","28.1"
"HIV diagnoses","2011","North Dakota","38","11","3.8"
"HIV diagnoses","2011","Ohio","39","819","17.6"
"HIV diagnoses","2011","Oklahoma","40","253","16.6"
"HIV diagnoses","2011","Oregon","41","213","13.3"
"HIV diagnoses","2011","Pennsylvania","42","1,046","20.0"
"HIV diagnoses","2011","Rhode Island","44","80","18.6"
"HIV diagnoses","2011","South Carolina","45","560","29.8"
"HIV diagnoses","2011","South Dakota","46","13","3.9"
"HIV diagnoses","2011","Tennessee","47","630","24.5"
"HIV diagnoses","2011","Texas","48","3,382","33.3"
"HIV diagnoses","2011","Utah","49","91","8.5"
"HIV diagnoses","2011","Vermont","50","12","4.5"
"HIV diagnoses","2011","Virginia","51","706","21.4"
"HIV diagnoses","2011","Washington","53","412","14.6"
"HIV diagnoses","2011","West Virginia","54","66","8.5"
"HIV diagnoses","2011","Wisconsin","55","191","8.1"
"HIV diagnoses","2011","Wyoming","56","13","5.5"
"HIV diagnoses","2010","Alabama","01","495","25.9"
"HIV diagnoses","2010","Alaska","02","25","8.3"
"HIV diagnoses","2010","Arizona","04","545","21.1"
"HIV diagnoses","2010","Arkansas","05","196","16.7"
"HIV diagnoses","2010","California","06","4,641","30.6"
"HIV diagnoses","2010","Colorado","08","363","17.5"
"HIV diagnoses","2010","Connecticut","09","273","18.8"
"HIV diagnoses","2010","Delaware","10","94","26.0"
"HIV diagnoses","2010","District of Columbia","11","546","219.9"
"HIV diagnoses","2010","Florida","12","3,382","43.5"
"HIV diagnoses","2010","Georgia","13","1,977","51.7"
"HIV diagnoses","2010","Hawaii","15","86","15.1"
"HIV diagnoses","2010","Idaho","16","37","5.9"
"HIV diagnoses","2010","Illinois","17","1,340","25.9"
"HIV diagnoses","2010","Indiana","18","384","14.7"
"HIV diagnoses","2010","Iowa","19","94","7.6"
"HIV diagnoses","2010","Kansas","20","116","10.1"
"HIV diagnoses","2010","Kentucky","21","256","14.5"
"HIV diagnoses","2010","Louisiana","22","783","43.2"
"HIV diagnoses","2010","Maine","23","48","8.7"
"HIV diagnoses","2010","Maryland","24","1,158","50.1"
"HIV diagnoses","2010","Massachusetts","25","496","18.6"
"HIV diagnoses","2010","Michigan","26","607","15.1"
"HIV diagnoses","2010","Minnesota","27","258","11.9"
"HIV diagnoses","2010","Mississippi","28","339","29.0"
"HIV diagnoses","2010","Missouri","29","461","19.1"
"HIV diagnoses","2010","Montana","30","17","4.1"
"HIV diagnoses","2010","Nebraska","31","89","12.1"
"HIV diagnoses","2010","Nevada","32","310","27.7"
"HIV diagnoses","2010","New Hampshire","33","45","8.2"
"HIV diagnoses","2010","New Jersey","34","962","27.2"
"HIV diagnoses","2010","New Mexico","35","128","15.4"
"HIV diagnoses","2010","New York","36","2,937","37.5"
"HIV diagnoses","2010","North Carolina","37","1,078","28.2"
"HIV diagnoses","2010","North Dakota","38","9","3.2"
"HIV diagnoses","2010","Ohio","39","812","17.5"
"HIV diagnoses","2010","Oklahoma","40","235","15.5"
"HIV diagnoses","2010","Oregon","41","211","13.3"
"HIV diagnoses","2010","Pennsylvania","42","1,115","21.4"
"HIV diagnoses","2010","Rhode Island","44","88","20.5"
"HIV diagnoses","2010","South Carolina","45","557","30.0"
"HIV diagnoses","2010","South Dakota","46","19","5.7"
"HIV diagnoses","2010","Tennessee","47","655","25.7"
"HIV diagnoses","2010","Texas","48","3,462","34.7"
"HIV diagnoses","2010","Utah","49","71","6.7"
"HIV diagnoses","2010","Vermont","50","18","6.9"
"HIV diagnoses","2010","Virginia","51","749","23.0"
"HIV diagnoses","2010","Washington","53","466","16.8"
"HIV diagnoses","2010","West Virginia","54","63","8.1"
