"Date Printed: Friday, April 24, 2026 6:18:30 PM"
Title: "Gonorrhea | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | All age groups""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Gonorrhea","2008","Nebraska","31","891","99.3"
"Gonorrhea","2008","Nevada","32","1,012","79.1"
"Gonorrhea","2009","Nevada","32","826","63.9"
"Gonorrhea","2009","New Hampshire","33","54","8.1"
"Gonorrhea","2008","New Hampshire","33","49","7.3"
"Gonorrhea","2008","New Jersey","34","2,813","63.8"
"Gonorrhea","2009","New Jersey","34","2,435","55.0"
"Gonorrhea","2010","New Jersey","34","3,115","69.0"
"Gonorrhea","2011","New Jersey","34","3,916","86.5"
"Gonorrhea","2012","New Jersey","34","3,798","83.8"
"Gonorrhea","2013","New Jersey","34","3,484","76.8"
"Gonorrhea","2014","New Jersey","34","3,082","67.9"
"Gonorrhea","2015","New Jersey","34","3,110","68.5"
"Gonorrhea","2016","New Jersey","34","3,338","73.5"
"Gonorrhea","2017","New Jersey","34","3,731","82.1"
"Gonorrhea","2018","New Jersey","34","3,446","75.8"
"Gonorrhea","2015","New Mexico","35","1,087","103.0"
"Gonorrhea","2016","New Mexico","35","1,542","146.0"
"Gonorrhea","2017","New Mexico","35","2,073","196.2"
"Gonorrhea","2018","New Mexico","35","2,343","221.6"
"Gonorrhea","2014","New Mexico","35","961","91.1"
"Gonorrhea","2013","New Mexico","35","823","77.9"
"Gonorrhea","2012","New Mexico","35","857","81.3"
"Gonorrhea","2011","New Mexico","35","925","87.9"
"Gonorrhea","2010","New Mexico","35","610","58.4"
"Gonorrhea","2009","New Mexico","35","570","56.3"
"Gonorrhea","2008","New Mexico","35","783","78.1"
"Gonorrhea","2008","New York","36","8,349","83.5"
"Gonorrhea","2009","New York","36","7,927","79.1"
"Gonorrhea","2010","New York","36","8,718","87.1"
"Gonorrhea","2011","New York","36","9,716","96.6"
"Gonorrhea","2012","New York","36","10,021","99.3"
"Gonorrhea","2013","New York","36","8,020","79.3"
"Gonorrhea","2014","New York","36","7,077","69.9"
"Gonorrhea","2015","New York","36","8,593","84.9"
"Gonorrhea","2016","New York","36","8,709","86.2"
"Gonorrhea","2017","New York","36","9,649","95.7"
"Gonorrhea","2018","New York","36","10,202","101.6"
"Gonorrhea","2008","North Carolina","37","8,876","188.6"
"Gonorrhea","2009","North Carolina","37","7,868","164.9"
"Gonorrhea","2010","North Carolina","37","8,314","169.5"
"Gonorrhea","2011","North Carolina","37","10,076","203.5"
"Gonorrhea","2012","North Carolina","37","8,093","161.9"
"Gonorrhea","2013","North Carolina","37","7,547","149.5"
"Gonorrhea","2014","North Carolina","37","7,759","152.2"
