"Date Printed: Friday, April 24, 2026 6:20:38 PM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2024 and 2025 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Small numbers and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category are adjusted for missing information. See Technical notes for more details on data availability and stratifications.
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"HIV diagnoses","2009","Arizona","04","78","2.9"
"HIV diagnoses","2009","Arkansas","05","59","4.8"
"HIV diagnoses","2009","California","06","652","4.3"
"HIV diagnoses","2009","Colorado","08","45","2.2"
"HIV diagnoses","2009","Connecticut","09","85","5.6"
"HIV diagnoses","2009","Delaware","10","39","10.2"
"HIV diagnoses","2009","District of Columbia","11","247","89.5"
"HIV diagnoses","2009","Florida","12","1,300","16.3"
"HIV diagnoses","2009","Georgia","13","684","16.8"
"HIV diagnoses","2009","Hawaii","15","14","2.6"
"HIV diagnoses","2009","Idaho","16","4","0.6"
"HIV diagnoses","2009","Illinois","17","367","6.8"
"HIV diagnoses","2009","Indiana","18","100","3.7"
"HIV diagnoses","2009","Iowa","19","22","1.7"
"HIV diagnoses","2009","Kansas","20","41","3.5"
"HIV diagnoses","2009","Kentucky","21","64","3.5"
"HIV diagnoses","2009","Louisiana","22","387","20.3"
"HIV diagnoses","2009","Maine","23","14","2.4"
"HIV diagnoses","2009","Maryland","24","559","22.7"
"HIV diagnoses","2009","Massachusetts","25","161","5.6"
"HIV diagnoses","2009","Michigan","26","157","3.7"
"HIV diagnoses","2009","Minnesota","27","77","3.5"
"HIV diagnoses","2009","Mississippi","28","142","11.4"
"HIV diagnoses","2009","Missouri","29","90","3.5"
"HIV diagnoses","2009","Montana","30","2","0.5"
"HIV diagnoses","2009","Nebraska","31","38","5.1"
"HIV diagnoses","2009","Nevada","32","59","5.6"
"HIV diagnoses","2009","New Hampshire","33","8","1.4"
"HIV diagnoses","2009","New Jersey","34","389","10.4"
"HIV diagnoses","2009","New Mexico","35","26","3.1"
"HIV diagnoses","2009","New York","36","1,037","12.2"
"HIV diagnoses","2009","North Carolina","37","391","9.8"
"HIV diagnoses","2009","North Dakota","38","1","0.4"
"HIV diagnoses","2009","Ohio","39","222","4.5"
"HIV diagnoses","2009","Oklahoma","40","51","3.3"
"HIV diagnoses","2009","Oregon","41","25","1.5"
"HIV diagnoses","2009","Pennsylvania","42","415","7.5"
"HIV diagnoses","2009","Rhode Island","44","24","5.2"
"HIV diagnoses","2009","South Carolina","45","164","8.4"
"HIV diagnoses","2009","South Dakota","46","7","2.1"
"HIV diagnoses","2009","Tennessee","47","244","9.0"
"HIV diagnoses","2009","Texas","48","960","9.7"
"HIV diagnoses","2009","Utah","49","14","1.3"
"HIV diagnoses","2009","Vermont","50","4","1.5"
"HIV diagnoses","2009","Virginia","51","212","6.3"
"HIV diagnoses","2009","Washington","53","79","2.8"
"HIV diagnoses","2009","West Virginia","54","16","2.0"
"HIV diagnoses","2009","Wisconsin","55","63","2.6"
"HIV diagnoses","2009","Wyoming","56","3","1.4"
"HIV diagnoses","2008","Alabama","01","203","10.1"
"HIV diagnoses","2008","Alaska","02","8","3.0"
"HIV diagnoses","2008","Arizona","04","84","3.2"
"HIV diagnoses","2008","Arkansas","05","41","3.4"
"HIV diagnoses","2008","California","06","724","4.8"
"HIV diagnoses","2008","Colorado","08","57","2.8"
"HIV diagnoses","2008","Connecticut","09","102","6.7"
"HIV diagnoses","2008","Delaware","10","46","12.2"
"HIV diagnoses","2008","District of Columbia","11","295","108.6"
"HIV diagnoses","2008","Florida","12","1,593","20.1"
"HIV diagnoses","2008","Georgia","13","786","19.6"
"HIV diagnoses","2008","Hawaii","15","10","1.9"
"HIV diagnoses","2008","Idaho","16","7","1.1"
"HIV diagnoses","2008","Illinois","17","430","8.0"
"HIV diagnoses","2008","Indiana","18","98","3.7"
"HIV diagnoses","2008","Iowa","19","17","1.3"
"HIV diagnoses","2008","Kansas","20","24","2.1"
"HIV diagnoses","2008","Kentucky","21","49","2.7"
"HIV diagnoses","2008","Louisiana","22","362","19.1"
"HIV diagnoses","2008","Maine","23","9","1.5"
"HIV diagnoses","2008","Maryland","24","685","28.0"
"HIV diagnoses","2008","Massachusetts","25","204","7.1"
"HIV diagnoses","2008","Michigan","26","168","3.9"
"HIV diagnoses","2008","Minnesota","27","85","3.9"
"HIV diagnoses","2008","Mississippi","28","158","12.7"
"HIV diagnoses","2008","Missouri","29","102","4.0"
"HIV diagnoses","2008","Montana","30","5","1.2"
"HIV diagnoses","2008","Nebraska","31","26","3.5"
"HIV diagnoses","2008","Nevada","32","60","5.8"
"HIV diagnoses","2008","New Hampshire","33","10","1.8"
"HIV diagnoses","2008","New Jersey","34","409","11.0"
"HIV diagnoses","2008","New Mexico","35","18","2.2"
"HIV diagnoses","2008","New York","36","1,179","13.9"
"HIV diagnoses","2008","North Carolina","37","409","10.4"
"HIV diagnoses","2008","North Dakota","38","1","0.4"
"HIV diagnoses","2008","Ohio","39","212","4.3"
"HIV diagnoses","2008","Oklahoma","40","47","3.1"
"HIV diagnoses","2008","Oregon","41","48","3.0"
"HIV diagnoses","2008","Pennsylvania","42","500","9.1"
"HIV diagnoses","2008","Rhode Island","44","43","9.3"
"HIV diagnoses","2008","South Carolina","45","202","10.4"
"HIV diagnoses","2008","South Dakota","46","6","1.8"
"HIV diagnoses","2008","Tennessee","47","271","10.1"
"HIV diagnoses","2008","Texas","48","935","9.6"
"HIV diagnoses","2008","Utah","49","19","1.8"
"HIV diagnoses","2008","Vermont","50","3","1.1"
"HIV diagnoses","2008","Virginia","51","258","7.8"
"HIV diagnoses","2008","Washington","53","86","3.1"
"HIV diagnoses","2008","West Virginia","54","13","1.6"
"HIV diagnoses","2008","Wisconsin","55","51","2.1"
"HIV diagnoses","2008","Wyoming","56","6","2.8"
