fips,year,chlamydia_rate,gonorrhea_rate,syphilis_rate,hiv_rate,state_abbrev,prep_users,prep_rate,male_prep_users,male_prep_rate,female_prep_users,female_prep_rate,age_le24_users,age_le24_rate,age_2534_users,age_2534_rate,age_3544_users,age_3544_rate,age_4554_users,age_4554_rate,black_prep_users,black_prep_rate,white_prep_users,white_prep_rate,hispanic_prep_users,hispanic_prep_rate,state,post_prep,grindr_index,male_ssp_share,chlamydia_rate_f,gonorrhea_rate_f,syphilis_rate_f,hiv_rate_f
39,2010,218.7,7,4.6,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio,0,21,1.4419140613154624,654.3,169.9,2.2,3.3
39,2011,243.5,5.9,3.8,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio,0,38,1.4419140613154624,658.9,169.5,1.8,4.4
39,2012,252.6,6,3.7,17.7,OH,298,3,162,3,134,3,53,3,85,6,76,5,57,3,66,6,202,3,25,9,Ohio,1,56,1.4419140613154624,658.6,164.4,1.4,3.5
39,2013,261.8,6.6,3.8,18.1,OH,260,3,144,3,116,2,64,3,84,6,46,3,45,3,77,7,153,2,21,7,Ohio,1,53,1.4419140613154624,647.6,155.2,1.1,3.5
39,2014,278.7,8.7,4.9,17.1,OH,388,4,279,6,111,2,66,4,121,8,104,7,66,4,84,7,273,3,13,4,Ohio,1,55,1.4419140613154624,658.9,147.5,1.3,2.6
39,2015,297.1,8.6,4.8,15.6,OH,1036,11,877,19,162,3,143,8,395,27,267,19,157,10,186,16,777,10,38,13,Ohio,1,51,1.4419140613154624,671.7,142.8,1.1,3.6
39,2016,328.1,10.9,6.2,16.1,OH,2441,25,2149,45,291,6,342,19,953,63,582,42,364,24,430,37,1840,23,110,35,Ohio,1,66,1.4419140613154624,704.3,170.7,1.6,3.8
39,2017,337,12.6,7.1,16.9,OH,3538,36,3233,68,305,6,521,28,1426,93,798,58,525,35,596,51,2667,34,180,55,Ohio,1,47,1.4419140613154624,708.6,197.4,1.9,3.5
39,2018,359,11.3,6.3,16.8,OH,4875,50,4481,94,394,8,764,42,1995,129,1071,77,678,46,808,68,3750,48,202,60,Ohio,1,43,1.4419140613154624,716.7,204,1.5,3.4
40,2008,200.4,3.4,2.4,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,0,NA,1.304062750431045,603.9,161,1.4,3.1
40,2009,212.8,4,2.6,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,0,NA,1.304062750431045,596.1,150.8,1.3,3.3
40,2010,214.9,4.1,2.4,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,0,38,1.304062750431045,542.1,131.2,0.8,3.1
40,2011,205.5,3.8,2.2,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,0,47,1.304062750431045,540.7,125.1,0.6,3.6
40,2012,237.9,4.1,2.2,15.3,OK,37,1,25,2,13,1,3,0,8,2,7,2,16,3,4,2,23,1,3,1,Oklahoma,1,71,1.304062750431045,640.1,137.6,0.3,3
40,2013,273.1,5.5,3.1,18.3,OK,23,1,17,1,6,0,NA,NA,14,3,0,0,4,1,4,2,16,1,NA,NA,Oklahoma,1,69,1.304062750431045,672,154.3,0.7,2.9
40,2014,301.9,7.1,3.9,16,OK,48,2,40,3,8,0,8,1,17,3,12,3,6,1,6,3,39,2,NA,NA,Oklahoma,1,69,1.304062750431045,759.2,176.4,0.8,3.2
40,2015,315.9,9.7,5.3,16.8,OK,174,5,159,10,15,1,18,3,64,12,56,12,29,6,16,7,139,6,9,3,Oklahoma,1,60,1.304062750431045,755.7,181.5,1.1,2.7
40,2016,334.9,11.5,6.7,15.4,OK,336,10,306,19,30,2,43,7,118,22,93,19,69,14,24,10,282,13,20,7,Oklahoma,1,73,1.304062750431045,753.9,204.6,2.1,3.3
40,2017,337.2,15.7,9.5,15.8,OK,532,16,474,30,60,4,71,11,194,36,131,27,100,21,55,23,420,19,36,12,Oklahoma,1,58,1.304062750431045,765.5,238,3.4,3
40,2018,342.8,19.8,13.5,14.3,OK,801,25,751,47,49,3,104,16,304,56,186,38,140,30,83,35,632,29,52,17,Oklahoma,1,48,1.304062750431045,768.7,229.2,7.2,3
41,2008,176.5,1.3,0.7,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,0,NA,2.4077161228864012,390.2,29,0.1,3
41,2009,177.1,3,1.5,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,0,NA,2.4077161228864012,422.6,26.2,0.1,1.5
41,2010,199.4,3.7,1.9,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,0,28,2.4077161228864012,441.9,24.6,0.1,1.7
41,2011,216.8,5.1,2.5,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,0,48,2.4077161228864012,485,30.8,0,1.5
41,2012,208.7,10.7,5.4,14.8,OR,81,2,31,2,48,3,18,3,25,5,17,3,16,3,4,7,67,3,8,2,Oregon,1,58,2.4077161228864012,478.6,26.8,0.3,1.8
41,2013,218.6,13.1,6.8,12.6,OR,110,3,62,4,48,3,18,3,42,8,26,5,14,3,5,9,93,4,8,2,Oregon,1,43,2.4077161228864012,501.3,28.6,0.6,1.6
41,2014,252.4,12.7,6.9,12.9,OR,243,7,217,13,27,2,27,4,92,17,68,13,47,9,17,29,202,8,12,3,Oregon,1,38,2.4077161228864012,526.9,39.3,1.1,1.3
41,2015,262.6,15.6,8.6,11.8,OR,685,20,634,38,52,3,75,12,262,47,191,36,111,22,30,50,574,21,49,13,Oregon,1,42,2.4077161228864012,546.4,57.1,1.7,1.4
41,2016,289.9,14.4,8,11.9,OR,1359,39,1259,74,99,6,133,22,545,94,362,68,213,41,50,81,1166,43,93,24,Oregon,1,53,2.4077161228864012,559.4,73.6,1.7,1.5
41,2017,312.2,14.5,8.5,9.6,OR,1958,56,1808,104,152,9,212,35,784,133,513,94,316,61,88,138,1653,60,153,38,Oregon,1,44,2.4077161228864012,584,91.9,2.5,2.1
41,2018,320.2,16,10.1,11,OR,2676,75,2477,141,200,11,357,58,1072,180,640,115,398,78,84,128,2276,82,240,58,Oregon,1,42,2.4077161228864012,595.9,106.4,4.4,1.9
42,2008,191.4,4.1,2.2,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pennsylvania,0,NA,1.2412770950410672,473.8,96.4,0.3,9.1
42,2009,206.5,4.9,2.7,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pennsylvania,0,NA,1.2412770950410672,470.2,87.6,0.7,7.5
42,2010,230.7,5.4,2.9,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pennsylvania,0,32,1.2412770950410672,509.2,111.6,0.6,6.3
42,2011,263.2,5.5,2.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pennsylvania,0,53,1.2412770950410672,558.6,117.8,0.5,5.5
42,2012,278.9,7.4,3.9,20.2,PA,360,3,169,3,190,3,78,4,116,7,79,5,65,3,71,6,230,3,30,5,Pennsylvania,1,69,1.2412770950410672,575.1,128,0.5,6.3
42,2013,262,7.1,3.7,19.4,PA,450,4,235,4,215,4,108,5,156,10,87,6,56,3,126,11,261,3,27,5,Pennsylvania,1,60,1.2412770950410672,546,110.3,0.4,4.7
42,2014,260.9,7.8,4.2,17.9,PA,734,7,564,11,169,3,158,8,281,17,143,9,95,5,136,12,500,6,62,10,Pennsylvania,1,61,1.2412770950410672,522.9,94.3,0.7,4.4
42,2015,290.9,9.6,5.1,17.2,PA,1744,16,1496,28,244,4,306,15,686,41,372,25,261,15,366,33,1195,14,121,19,Pennsylvania,1,56,1.2412770950410672,539.2,90.2,0.8,4.4
42,2016,317,11.1,5.9,16.7,PA,3701,34,3313,63,387,7,633,32,1483,89,789,53,518,30,731,65,2608,30,245,37,Pennsylvania,1,60,1.2412770950410672,567.6,94,1,4.5
42,2017,322.3,11.5,6.2,16.5,PA,6162,57,5595,106,565,10,1074,55,2579,153,1267,85,802,47,1100,97,4405,52,453,65,Pennsylvania,1,57,1.2412770950410672,554.7,91.1,1.2,4.2
42,2018,340.4,11.1,6.2,15,PA,8592,79,7679,145,911,16,1516,79,3577,211,1755,117,1117,68,1618,142,6010,71,662,91,Pennsylvania,1,46,1.2412770950410672,581,92.7,1.5,4
44,2008,177.6,3.5,1.7,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhode Island,0,NA,1.907032181168057,441.8,24.9,0,9.3
44,2009,196.5,3.7,1.9,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhode Island,0,NA,1.907032181168057,480,26.9,0.2,5.2
44,2010,196.8,7.7,3.9,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhode Island,0,36,1.907032181168057,454.9,22.2,0.4,5.5
44,2011,228,8.4,4.4,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhode Island,0,66,1.907032181168057,548.6,30.7,0.6,3.2
44,2012,239.3,8.4,4.2,13.9,RI,45,5,29,7,17,4,6,3,15,11,16,12,7,4,NA,NA,34,5,11,10,Rhode Island,1,99,1.907032181168057,568.2,42.6,0.2,4
44,2013,248,8.6,4.3,13.8,RI,79,9,43,10,36,8,20,11,27,20,19,15,10,6,7,15,55,8,19,17,Rhode Island,1,81,1.907032181168057,559.7,35.3,0.2,3.6
44,2014,256.2,12.9,6.7,17,RI,144,16,111,25,33,7,31,17,55,40,26,21,21,14,3,6,107,15,23,20,Rhode Island,1,85,1.907032181168057,558.5,40.1,0.9,3.4
44,2015,294.6,14.2,7.3,10.7,RI,252,28,225,51,28,6,50,28,92,65,54,44,47,31,14,28,184,27,45,38,Rhode Island,1,72,1.907032181168057,564.1,31.7,0.7,3.6
44,2016,322.4,16.9,8.5,11.8,RI,414,46,387,88,28,6,72,41,145,101,94,76,77,52,20,39,307,45,77,64,Rhode Island,1,78,1.907032181168057,603.6,40.7,0.6,3.8
44,2017,355.6,12.5,6.7,15.3,RI,604,66,566,129,38,8,91,52,238,165,135,110,96,67,35,68,452,66,104,84,Rhode Island,1,77,1.907032181168057,636.8,65.8,1.3,3.4
44,2018,369.6,16.3,9.1,14,RI,807,88,763,173,44,9,134,78,316,216,166,134,130,93,50,95,593,87,136,105,Rhode Island,1,57,1.907032181168057,659.5,84.1,2.2,2.7
45,2008,260.9,3.9,2.2,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,0,NA,1.6685989679237991,889.4,247.6,0.5,10.4
45,2009,243.9,5.1,2.7,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,0,NA,1.6685989679237991,905.5,214.5,0.4,8.4
45,2010,250.7,6.5,3.3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,0,25,1.6685989679237991,875.4,206,0.4,9.5
45,2011,289.9,8.7,4.7,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,0,51,1.6685989679237991,927.9,207.5,1,8.6
45,2012,287.4,8.3,4.8,28,SC,181,5,121,6,60,3,33,4,46,8,44,7,44,7,115,11,58,2,NA,NA,South Carolina,1,62,1.6685989679237991,845.3,182.1,1.4,7.5
45,2013,277.9,10,5.7,27.8,SC,85,2,51,3,35,2,16,2,28,5,15,3,19,3,42,4,32,1,5,3,South Carolina,1,55,1.6685989679237991,780,165.4,1.6,8.1
45,2014,314.8,9.7,5.2,31.7,SC,110,3,79,4,32,2,21,3,28,4,23,4,21,3,33,3,67,3,4,2,South Carolina,1,55,1.6685989679237991,829.6,182.5,0.9,6.5
45,2015,324.3,10.8,6,26.9,SC,201,5,162,8,39,2,24,3,69,11,58,10,28,4,64,6,117,4,4,2,South Carolina,1,59,1.6685989679237991,784.7,174.9,1.5,6.3
45,2016,344.3,11,6.4,29.6,SC,434,10,371,18,63,3,47,6,164,25,121,20,70,11,120,11,303,11,6,3,South Carolina,1,59,1.6685989679237991,775.4,184.6,2,7.1
45,2017,402.6,12.5,7.2,26.5,SC,712,17,639,31,72,3,74,9,282,42,180,30,120,18,232,21,449,16,14,7,South Carolina,1,57,1.6685989679237991,864.2,250.2,2.2,7.2
45,2018,445.5,12.9,7.6,27.3,SC,1240,29,1089,53,150,7,143,18,513,76,270,44,212,33,382,34,797,28,38,18,South Carolina,1,50,1.6685989679237991,870.9,267.7,2.6,7.3
46,2008,191.4,0,0.1,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Dakota,0,NA,1.3113320948530216,543,61.4,0.2,1.8
46,2009,194.4,0,0,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Dakota,0,NA,1.3113320948530216,546.1,46.9,0,2.1
46,2010,216.2,1,0.5,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Dakota,0,0,1.3113320948530216,564.1,71.1,0,3.9
46,2011,221.1,0,0,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Dakota,0,26,1.3113320948530216,607.2,97.3,0,1.8
46,2012,268,4.1,2.2,4.7,SD,6,1,3,1,4,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,South Dakota,1,45,1.3113320948530216,675.8,107.6,0.2,2.6
46,2013,267.6,6.8,5.2,6.7,SD,8,1,6,2,3,1,3,2,4,4,NA,NA,NA,NA,NA,NA,4,1,NA,NA,South Dakota,1,39,1.3113320948530216,667.3,110.9,3.6,2.9
46,2014,286.3,4.4,6.2,5.2,SD,15,2,11,3,4,1,5,4,5,4,NA,NA,NA,NA,NA,NA,10,2,4,20,South Dakota,1,56,1.3113320948530216,697.7,132.1,8.1,3.2
46,2015,259.8,7.4,4.6,4.9,SD,20,3,17,5,3,1,NA,NA,12,11,6,6,NA,NA,NA,NA,14,2,4,20,South Dakota,1,41,1.3113320948530216,668.1,146.6,1.7,2
46,2016,289.3,4.6,3,9.9,SD,40,6,32,9,6,2,5,4,19,17,11,11,5,5,NA,NA,25,4,9,42,South Dakota,1,56,1.3113320948530216,718.1,177,1.4,2
46,2017,304.8,6.6,3.8,8.6,SD,63,9,55,15,8,2,7,5,31,27,16,16,6,6,NA,NA,58,10,NA,NA,South Dakota,1,42,1.3113320948530216,715.8,167,0.9,2.5
46,2018,321.1,6.8,4.7,6.6,SD,110,15,95,26,13,4,12,9,49,42,31,30,13,13,3,21,95,16,6,25,South Dakota,1,43,1.3113320948530216,691.2,223.8,2.5,1.1
47,2008,248.5,9.7,6.6,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,0,NA,1.5121958596077365,640.5,150.2,3.7,10.1
47,2009,262.4,9.2,6.4,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,0,NA,1.5121958596077365,672.2,135.5,3.8,9
47,2010,250.1,7.4,4.4,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,0,21,1.5121958596077365,631.1,119.2,1.5,7.2
47,2011,285.5,7.8,4.3,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,0,50,1.5121958596077365,676.7,125.3,1,7.4
47,2012,310,7.5,4.1,25.3,TN,96,2,61,2,35,1,12,1,26,3,22,3,19,2,26,3,55,1,3,1,Tennessee,1,61,1.5121958596077365,687.3,142.7,0.9,6.9
47,2013,294,6.1,3.3,23.6,TN,94,2,60,2,34,1,6,1,30,4,32,4,12,1,12,1,68,2,NA,NA,Tennessee,1,53,1.5121958596077365,632.8,108.7,0.7,5.2
47,2014,300.5,6.4,3.6,22.4,TN,185,3,138,5,48,2,24,2,57,7,57,7,36,4,28,3,144,3,NA,NA,Tennessee,1,63,1.5121958596077365,632.8,102,1,5.6
47,2015,316,10.1,5.3,22.4,TN,494,9,419,16,76,3,53,5,162,18,140,17,95,11,98,11,384,9,8,3,Tennessee,1,59,1.5121958596077365,625.3,112.8,0.7,5
47,2016,326.5,10.3,5.9,21.6,TN,1032,19,911,34,122,4,127,12,364,41,246,30,205,23,204,22,785,19,32,13,Tennessee,1,67,1.5121958596077365,637.9,137.5,1.6,4.3
47,2017,358.5,13.5,7.3,21.8,TN,1690,30,1539,56,151,5,235,23,669,73,380,46,290,33,398,43,1200,28,58,23,Tennessee,1,52,1.5121958596077365,679.7,165,1.4,4.4
47,2018,395.1,14.7,8.2,22,TN,2614,46,2406,87,207,7,389,37,1030,110,579,69,414,47,628,68,1860,43,84,32,Tennessee,1,41,1.5121958596077365,725.5,192.7,1.9,4.6
48,2008,179.8,7.9,5.8,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Texas,0,NA,1.8730376255485977,649.7,140,3.7,9.6
48,2009,188.2,9.3,6.6,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Texas,0,NA,1.8730376255485977,666.2,129.7,4,9.7
48,2010,215.4,7.2,4.9,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Texas,0,34,1.8730376255485977,729.8,135.6,2.6,9.5
48,2011,232.2,7.2,4.6,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Texas,0,55,1.8730376255485977,737.5,127.5,2,8.4
48,2012,235.9,10.5,6.2,33.7,TX,565,3,354,3,210,2,61,1,147,4,144,4,144,4,68,3,294,3,140,2,Texas,1,70,1.8730376255485977,733.6,130.5,2,7.6
48,2013,243.3,9.9,5.6,33.3,TX,762,4,502,5,259,2,79,2,228,6,195,5,179,5,105,4,395,4,190,2,Texas,1,56,1.8730376255485977,726.7,129,1.3,7.5
48,2014,254.8,10.4,6.1,33.5,TX,1702,8,1353,13,348,3,165,3,599,15,476,13,317,9,202,8,1012,10,370,5,Texas,1,62,1.8730376255485977,714.1,127.1,1.8,7.3
48,2015,282.5,10.6,6.1,33.6,TX,4127,19,3695,34,430,4,427,9,1575,39,1114,30,719,21,413,16,2682,26,893,11,Texas,1,58,1.8730376255485977,738.7,129.1,1.7,7.4
48,2016,295.6,12.4,7,33.5,TX,7356,33,6759,61,593,5,752,16,2916,71,1809,48,1307,37,725,27,4635,45,1713,21,Texas,1,65,1.8730376255485977,723.3,132.5,1.6,6.8
48,2017,321.4,13.7,7.9,31.8,TX,11531,50,10726,95,796,7,1450,30,4621,110,2736,72,1807,51,1095,40,6970,68,3031,36,Texas,1,56,1.8730376255485977,744.4,147.2,2.2,6.5
48,2018,319.6,14.9,8.9,31.7,TX,17668,76,16455,143,1204,10,2301,47,7382,175,4146,107,2514,71,1764,63,10231,100,5009,58,Texas,1,47,1.8730376255485977,696.9,138.7,2.9,6.6
49,2008,148.6,1.7,0.9,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utah,0,NA,2.037984219499623,294.4,10.1,0.1,1.8
49,2009,151.7,2.2,1.1,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utah,0,NA,2.037984219499623,291.3,5.1,0,1.3
49,2010,158.9,4.5,2.3,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utah,0,27,2.037984219499623,323.8,5.4,0.1,1.1
49,2011,160.2,1,0.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utah,0,47,2.037984219499623,344.2,4.7,0,1.6
49,2012,171.9,2.9,1.5,9.4,UT,34,2,20,2,15,1,NA,NA,13,3,15,4,4,1,NA,NA,23,1,8,3,Utah,1,56,2.037984219499623,362.9,9.3,0,1.6
49,2013,170.5,4.9,2.6,8.4,UT,52,2,36,3,17,2,4,1,20,5,12,3,15,5,3,14,42,2,8,3,Utah,1,56,2.037984219499623,350.6,25.9,0.1,1.3
49,2014,190.1,3.1,1.6,8.6,UT,87,4,70,6,16,1,8,1,32,7,34,9,13,4,5,22,74,4,5,2,Utah,1,53,2.037984219499623,370.9,38.7,0.1,1.4
49,2015,195.2,4.2,2.2,9.4,UT,320,14,301,26,19,2,40,7,126,29,73,18,54,18,NA,NA,276,15,25,9,Utah,1,54,2.037984219499623,385,34.2,0.1,1
49,2016,223.6,5.6,3,10,UT,651,27,626,53,24,2,76,13,283,63,152,37,97,31,8,32,568,30,49,16,Utah,1,55,2.037984219499623,399.2,47.5,0.4,1.7
49,2017,225.1,7.2,3.8,8.5,UT,958,39,925,76,33,3,102,17,407,89,250,59,129,41,11,41,820,42,87,28,Utah,1,44,2.037984219499623,429.2,56.2,0.3,0.9
49,2018,235,10,5.4,8.8,UT,1378,55,1336,107,42,3,189,31,614,132,323,74,166,52,15,54,1171,59,131,40,Utah,1,37,2.037984219499623,434.9,60.2,0.6,0.8
50,2008,96.1,3.6,1.8,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermont,0,NA,1.516309887869521,284.4,6,0,1.1
50,2009,97,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermont,0,NA,1.516309887869521,282.1,9.2,0,1.5
50,2010,112.6,0.6,0.6,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermont,0,100,1.516309887869521,286.5,7.6,0.6,0.7
50,2011,121.9,2.9,1.4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermont,0,27,1.516309887869521,347.9,7.5,0,0.4
50,2012,138.6,1.9,1,3.8,VT,7,1,4,2,3,1,NA,NA,3,4,NA,NA,NA,NA,NA,NA,5,1,NA,NA,Vermont,1,78,1.516309887869521,408.4,17,0,1.5
50,2013,169.3,1,0.5,4.5,VT,7,1,5,2,NA,NA,NA,NA,6,8,NA,NA,NA,NA,NA,NA,8,2,NA,NA,Vermont,1,60,1.516309887869521,415.8,14.5,0,0.4
50,2014,201.6,1.6,0.8,4.1,VT,17,3,15,6,3,1,NA,NA,5,7,6,8,4,4,NA,NA,15,3,NA,NA,Vermont,1,67,1.516309887869521,509.3,11.1,0,1.8
50,2015,177.9,2.9,1.4,3.8,VT,61,11,54,20,8,3,9,9,21,29,9,13,14,16,NA,NA,49,10,7,77,Vermont,1,69,1.516309887869521,427.1,26.9,0,1.8
50,2016,168.2,6.5,3.7,1.5,VT,127,23,117,44,10,4,25,24,35,48,23,33,29,34,5,84,104,21,20,213,Vermont,1,65,1.516309887869521,371,10.1,1,0
50,2017,198.2,3.9,2.1,5.3,VT,193,36,179,67,15,5,34,33,53,73,36,52,40,48,6,97,172,34,18,184,Vermont,1,68,1.516309887869521,393,27.5,0.3,2.2
50,2018,170.9,2.9,1.8,5.6,VT,271,50,252,95,20,7,52,52,69,93,59,84,40,50,8,125,241,48,16,158,Vermont,1,60,1.516309887869521,370.5,44.3,0.6,1.1
51,2008,208.5,6.3,3.4,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,0,NA,2.089713123790392,586.6,148,0.6,7.8
51,2009,218.1,7.2,3.8,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,0,NA,2.089713123790392,561,108.1,0.6,6.3
51,2010,213.2,6.6,3.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,0,38,2.089713123790392,547,101.5,0.5,6.9
51,2011,249.6,4.9,2.6,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,0,50,2.089713123790392,637.5,89.6,0.4,5.2
51,2012,254.8,6.6,3.5,22.4,VA,288,4,161,5,126,4,32,2,85,7,63,6,68,6,102,8,121,3,15,3,Virginia,1,67,2.089713123790392,592.5,89.7,0.5,5.3
51,2013,249.3,7.3,3.8,22.6,VA,177,3,106,3,69,2,14,1,48,4,40,4,42,4,29,2,93,2,13,2,Virginia,1,60,2.089713123790392,552.1,87.7,0.4,5.1
51,2014,275.1,6.7,3.5,21.1,VA,369,5,291,9,75,2,52,4,122,10,80,7,77,7,64,5,259,6,18,3,Virginia,1,44,2.089713123790392,586,103.2,0.4,5.4
51,2015,278.6,7.7,4,22.3,VA,897,13,774,23,116,3,97,7,362,31,181,17,181,15,102,8,710,16,52,9,Virginia,1,36,2.089713123790392,561.7,94.3,0.4,5.3
51,2016,323.7,9.7,5.5,21.2,VA,1587,22,1456,42,126,3,194,15,643,55,344,32,253,22,220,16,1188,26,96,16,Virginia,1,57,2.089713123790392,612,118.3,1.1,4.7
51,2017,343.6,11.3,6.3,19.4,VA,2218,31,2076,60,134,4,270,20,922,78,493,45,336,29,314,23,1592,35,188,31,Virginia,1,42,2.089713123790392,642.3,133.4,1.4,5
51,2018,356.8,14.7,8.3,19.6,VA,3309,46,3059,87,239,7,410,31,1424,120,718,65,489,43,448,33,2433,54,261,42,Virginia,1,37,2.089713123790392,644.9,120.6,1.8,4.7
